Mapping_ID,Edge_Key,Endpoint_A,Endpoint_B,A_Zone,B_Zone,Edge_Label,Source_Document,Standard,Requirement_ID,Requirement_Text_Original,Edge_Total_Mapped_Req
E-0186,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2701,"When verifying the XML signatures, if the V2G entity does not possess appropriate certificate (as specified in Table 17) that uses the algorithm as indicated by the configuration in",200
E-0187,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2487,If the SA uses the elliptic curve corresponding to signature algorithm specified by,200
E-0188,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2488,If the SA uses the elliptic curve corresponding to signature algorithm specified by,200
E-0189,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2489,The ephemeral public key used in requirement,200
E-0190,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2497,"shall be contained in the XML element ""DHPublicKey"" encoded in its uncompressed form as ""Subject Public Key"" as defined in IETF RFC 5480.",200
E-0191,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2491,Each V2G entity shall have mechanisms to process ECDHE Key exchange. Public parameters are derived from the public ECDSA or EdDSA parameters.,200
E-0192,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2492,"Additional authenticated data (AAD) shall be calculated by concatenating the PCID received/used in the CertificateInstallationReq message with capital letters and digits without separators (18 bytes), followed by the SKI value of the contract certificate included in the CertificateInstallationRes encoded as a hexa-decimal string with capital letters and digits according to IETF RFC 5234 (16 bytes).",200
E-0193,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2493,The private key corresponding to the contract certificate shall be transmitted only in encrypted format within SECP521_EncryptedPrivateKey or X448_EncryptedPrivateKey element in the SignedInstallationData parameter of the CertificateInstallationRes message.,200
E-0194,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2494,"The sender shall ensure that the authenticated encryption function used to encrypt data produces an authentication tag (also known as ""tag"" for short) of 128 bits. Refer to 5.2.1.2 of NIST Special Publication 800-38D for further details.",200
E-0195,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2495,When using 448-bit ephemeral public key in requirement,200
E-0196,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2498,"The byte order of all input data elements for AES-GCM-256 encryption, as specified by",200
E-0197,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2499,The IV (as defined by,200
E-0198,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2501,"The byte order of all input data elements for AES-GCM-256 encryption, as specified by",200
E-0199,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2502,The IV (as defined by,200
E-0200,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2503,"The receiver shall ensure that the authenticated decryption function used to decrypt data can take an authentication tag (also known as ""tag"" for short) of 128 bits as the second input. Refer to 5.2.2 of NIST Special Publication 800-38D for further details.",200
E-0201,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.001,The Charging Station and CSMS SHALL only use one security profile at a time,126
E-0202,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.002,If the Charging Station tries to connect with a different profile than the CSMS is using The CSMS SHALL terminate the connection.,126
E-0203,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.004,The security profile SHALL be configured before OCPP communication is possible.,126
E-0204,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.006,"When a CSMS communicates with Charging Stations with different security profiles or different versions of OCPP. The CSMS MAY operate the Charging Stations via different addresses or ports of the CSMS. For instance, the CSMS server may have one TCP port for TLS with Basic Authentication, and another port for TLS with Client Side Certificates. In this case there is only one security profile in use per port of the CSMS, which is allowed. 1.3.2. Unsecured Transport with Basic Authentication Profile",126
E-0205,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.201,The Unsecured Transport with Basic Authentication Profile SHOULD only be used in trusted networks.,126
E-0206,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.202,The Charging Station SHALL authenticate itself to the CSMS using HTTP Basic authentication [18],126
E-0207,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.204,"A00.FR.203 The username SHALL be equal to the Charging Station identity, which is the identifying string of the Charging Station as it uses it in the OCPP-J connection URL. When using Basic Authentication, the Charging Station identity may not contain the character "":"". Otherwise the CSMS may be unable to separate the username from the password.",126
E-0208,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.205,"The password SHALL be stored in the BasicAuthPassword configuration variable. It SHALL be a randomly chosen passwordString with a sufficiently high entropy, consisting of minimum 16 and a maximum as defined by the maxLimit of configuration variable BasicAuthPassword, which must be at least 40 characters and at most 64. The password SHALL be sent as a UTF-8 encoded string (NOT encoded into octet string or base64).",126
E-0209,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.206,"A00.FR.203 With HTTP Basic, the username and password are transmitted in clear text, encoded in base64 only. Hence, it is RECOMMENDED that this mechanism will only be used over connections that are already secured with other means, such as VPNs.",126
E-0210,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.207,"A00.FR.202 The CSMS SHALL validate that Charging Station identity and the Basic Authentication password match with username and password in the authorization header of the connection request. 1.3.4. TLS with Basic Authentication Profile - 2 No. Type Description 1 Name TLS with Basic Authentication 2 Profile No. 2 3 Description In the TLS with Basic Authentication profile, the communication channel is secured using Transport Layer Security (TLS). The CSMS authenticates itself using a TLS server c",126
E-0211,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.301,The Charging Station SHALL authenticate itself to the CSMS using HTTP Basic authentication [18] (Same as A00.FR.202),126
E-0212,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.303,"A00.FR.302 The username SHALL be equal to the Charging Station identity, which is the identifying string of the Charging Station as it uses it in the OCPP-J connection URL. When using Basic Authentication, the Charging Station identity may not contain the character "":"". Otherwise the CSMS may be unable to separate the username from the password. (Same as",126
E-0213,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.304,"A00.FR.302 The password SHALL be stored in the BasicAuthPassword Configuration Variable. It SHALL be a randomly chosen passwordString with a sufficiently high entropy, consisting of minimum 16 and a maximum as defined by the maxLimit of configuration variable BasicAuthPassword, which must be at least 40 characters and at most 64. The password SHALL be sent as a UTF-8 encoded string (NOT encoded into octet string or base64). (Same as A00.FR.205)",126
E-0214,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.308,The Charging Station SHALL verify the certification path of the CSMS’s certificate according to the path validation rules established in Section 6 of [3].,126
E-0215,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.309,The Charging Station SHALL verify that the commonName matches the CSMS’s FQDN.,126
E-0216,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.310,"If the CSMS does not own a valid certificate, or if the certification path is invalid The Charging Station SHALL trigger an InvalidCsmsCertificate security event (See part 2 appendices for the full list of security events).",126
E-0217,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.312,The communication channel SHALL be secured using Transport Layer Security (TLS) [4].,126
E-0218,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.313,The Charging Station and CSMS SHALL only use TLS v1.2 or above.,126
E-0219,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.314,Both of these endpoints SHALL check the version of TLS used. ID Precondition Requirement definition,126
E-0220,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.315,"A00.FR.314 AND The CSMS detects that the Charging Station only allows connections using an older version of TLS, or only allows SSL The CSMS SHALL terminate the connection.",126
E-0221,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.316,"A00.FR.314 AND The Charging Station detects that the CSMS only allows connections using an older version of TLS, or only allows SSL The Charging Station SHALL trigger an InvalidTLSVersion security event AND terminate the connection (See part 2 appendices for the full list of security events). NOTE: This is a critical security event that will need to be queued and sent to CSMS once a successful connection has been made, as described in use case A04. A security event only needs to be sent once for",126
E-0222,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.317,TLS SHALL be implemented as in [4] or its successor standards without any modifications.,126
E-0223,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.320,"The Charging Station and CSMS SHALL NOT use cipher suites that use cryptographic primitives marked as unsuitable for legacy use in [1]. This will mean that when one (or more) of the cipher suites described in this specification becomes marked as unsuitable for legacy use, it SHALL NOT be used anymore.",126
E-0224,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.321,The TLS Server and Client SHALL NOT use TLS compression methods to avoid compression side-channel attacks and to ensure interoperability as described in Section 6 of [10].,126
E-0225,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.322,A00.FR.320 AND The CSMS detects that the Charging Station only allows connections using one of these suites The CSMS SHALL terminate the connection. ID Precondition Requirement definition,126
E-0226,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.323,A00.FR.320 AND The Charging Station detects that the CSMS only allows connections using one of these suites The Charging Station SHALL trigger an InvalidTLSCipherSuite security event AND terminate the connection (See part 2 appendices for the full list of security events).,126
E-0227,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.324,"A00.FR.302 The CSMS SHALL validate that Charging Station identity and the Basic Authentication password match with username and password in the authorization header of the connection request. 1.3.6. TLS with Client Side Certificates Profile - 3 No. Type Description 1 Name TLS with Client Side Certificates 2 Profile No. 3 3 Description In the TLS with Client Side Certificates profile, the communication channel is secured using Transport Layer Security (TLS). Both the Charging Station and CSMS aut",126
E-0228,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.401,The Charging Station SHALL authenticate itself to the CSMS using the Charging Station certificate.,126
E-0229,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.403,The CSMS SHALL verify the certification path of the Charging Station’s certificate according to the path validation rules established in Section 6 of [3] ID Precondition Requirement definition,126
E-0230,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.405,The CSMS SHALL verify that the certificate belongs to this Charging Station by checking that the CN (commonName) RDN in the subject field of the certificate contains the unique serial number of the Charging Station (see Certificate Properties).,126
E-0231,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.407,"NOT A00.FR.429 AND If the Charging Station does not own a valid certificate, or if the certification path is invalid The CSMS SHALL terminate the connection.",126
E-0232,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.411,The Charging Station SHALL verify the certification path of the CSMS’s certificate according to the path validation rules established in Section 6 of [3]. (Same as A00.FR.308),126
E-0233,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.412,The Charging Station SHALL verify that the commonName matches the CSMS’s FQDN. (Same as A00.FR.309),126
E-0234,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.413,"If the CSMS does not own a valid certificate, or if the certification path is invalid The Charging Station SHALL trigger an InvalidCsmsCertificate security event (See part 2 appendices for the full list of security events). (Same as",126
E-0235,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.415,The communication channel SHALL be secured using Transport Layer Security (TLS) [4]. (Same as A00.FR.312),126
E-0236,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.416,The Charging Station and CSMS SHALL only use TLS v1.2 or above. (Same as A00.FR.313),126
E-0237,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.417,Both of these endpoints SHALL check the version of TLS used. (Same as,126
E-0238,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.418,"A00.FR.417 AND The CSMS detects that the Charging Station only allows connections using an older version of TLS, or only allows SSL The CSMS SHALL terminate the connection. (Same as A00.FR.315)",126
E-0239,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.419,"A00.FR.417 AND The Charging Station detects that the CSMS only allows connections using an older version of TLS, or only allows SSL The Charging Station SHALL trigger an InvalidTLSVersion security event AND terminate the connection (See part 2 appendices for the full list of security events). (Same as A00.FR.316) NOTE: This is a critical security event that will need to be queued and sent to CSMS once a connection has been made, as described in use case A04. A security event only needs to be sen",126
E-0240,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.420,TLS SHALL be implemented as in [4] or its successor standards without any modifications. (Same as A00.FR.317) ID Precondition Requirement definition,126
E-0241,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.423,"The Charging Station and CSMS SHALL NOT use cipher suites that use cryptographic primitives marked as unsuitable for legacy use in [1]. This will mean that when one (or more) of the cipher suites described in this specification becomes marked as unsuitable for legacy use, it SHALL NOT be used anymore. (Same as A00.FR.320)",126
E-0242,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.424,The TLS Server and Client SHALL NOT use TLS compression methods to avoid compression side-channel attacks and to ensure interoperability as described in Section 6 of [10]. (Same as A00.FR.321),126
E-0243,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.425,A00.FR.424 AND If the CSMS detects that the Charging Station only allows connections using one of these suites The CSMS SHALL terminate the connection. (Same as A00.FR.322),126
E-0244,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.426,A00.FR.424 AND The Charging Station detects that the CSMS only allows connections using one of these suites The Charging Station SHALL trigger an InvalidTLSCipherSuite security event AND terminate the connection (See part 2 appendices for the full list of security events). (Same as A00.FR.323),126
E-0245,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.429,If Charging Station certificate has been expired AND CSMS has been explicitly configured to accept a connection by this specific Charging Station with an expired certificate. CSMS MAY accept this Charging Station in a BootNotification - Pending state (use case B02) after which it SHALL immediately execute A02 - Update Charging Station Certificate by request of CSMS to renew the certificate.,126
E-0246,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.430,"If the Charging Station certificate has expired The Charging Station SHOULD still attempt to establish a connection with the CSMS and leave the decision to accept the connection up to the CSMS. 1.4. Keys used in OCPP This section is normative. OCPP uses a number of public private key pairs for its security, see below Table. To manage the keys on the Charging Station, messages have been added to OCPP. Updating keys on the CSMS or at the manufacturer is out of scope for OCPP. If TLS with Client Si",126
E-0247,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.501,All certificates SHALL use a private key that provides security equivalent to a symmetric key of at least 112 bits according to Section 5.6.1 of [17]. This is the key size that NIST recommends for the period 2011-2030.,126
E-0248,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.502,A00.FR.501 AND RSA or DSA This translates into a key that SHALL be at least 2048 bits long.,126
E-0249,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.503,A00.FR.501 AND elliptic curve cryptography This translates into a key that SHALL be at least 224 bits long.,126
E-0250,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.504,"For all cryptographic operations, only the algorithms recommended by BSI in [12], which are suitable for use in future systems, SHALL be used. This restriction includes the signing of certificates in the certificate hierarchy",126
E-0251,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.505,"For signing by the certificate authority RSA-PSS, or ECDSA SHOULD be used.",126
E-0252,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.506,For computing hash values the SHA256 algorithm SHOULD be used.,126
E-0253,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.507,The certificates SHALL be stored and transmitted in the X.509 format encoded in Privacy-Enhanced Mail (PEM) format.,126
E-0254,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.508,All certificates SHALL include a serial number.,126
E-0255,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.509,The subject field of the certificate SHALL contain the organization name of the certificate owner in the O (organizationName) RDN.,126
E-0256,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.511,"For the Charging Station certificate, the subject field SHALL contain a CN (commonName) RDN which consists of the unique serial number of the Charging Station. This serial number SHALL NOT be in the format of a URL or an IP address so that Charging Station certificates can be differentiated from CSMS certificates. Note: According to RFC 2818, if a subjectAltName extension of type dnsName is present, that must be used as the identity. This would be incompliant with OCPP and ISO 15118. Therefore i",126
E-0257,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.512,For all certificates the X.509 Key Usage extension [19] SHOULD be used to restrict the usage of the certificate to the operations for which it will be used.,126
E-0258,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.514,"For all certificates it is strongly RECOMMENDED NOT to use the X.509 Extended Key Usage extension, to be compatible with the ISO 15118 standard. There are alternative mechanisms available. 1.4.2. Certificate Hierarchy This section is normative. The OCPP protocol supports the use of two separate certificate hierarchies: 1. The Charging Station Operator hierarchy which contains the CSMS, and Charging Station certificates. 2. The Manufacturer hierarchy which contains the Firmware Signing certificat",126
E-0259,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.602,"A00.FR.601 The Charging Station Operator MAY for instance follow the certificate hierarchy described in Appendices E and F of ISO15118-2 and use the CSO Sub-CA 2 certificate to sign the CSMS and Charging Station certificates. This could give the advantage that the online verification of Charging Station client side certificates can be done within the Charging Station Operator’s networks, simplifying the network architecture.",126
E-0260,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.603,The private keys belonging to the CSO root certificates MUST be well protected.,126
E-0261,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.702,The CSMS SHOULD use online certificate verification to verify the validity of the Charging Station certificates.,126
E-0262,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.703,It is RECOMMENDED that a separate certificate authority server is used to manage the certificates.,126
E-0263,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.704,A00.FR.703 This server SHOULD also keep track of which certificates have been revoked.,126
E-0264,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.707,"Prior to providing the certificate for firmware validation to the Charging Station, the CSMS SHOULD validate both, the certificate and the signed firmware update. Note 1: With fast expiration, the certificate is only valid for a short period, less than 24 hours. After that the server needs to request a new certificate from the Certificate Authority, which may be the CSO itself (see section Certificate Hierarchy). This prevents the Charging Stations from needing to implement revocation lists or o",126
E-0265,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.802,"A00.FR.801 The credentials SHOULD be generated using a cryptographic random number generator, and installed in a secure environment.",126
E-0266,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.805,A00.FR.804 It is RECOMMENDED that the CSO immediately updates the credentials after installation using the methods described in Section A01 - Update Charging Station Password for HTTP Basic Authentication or A02 - Update Charging Station Certificate by request of CSMS.,126
E-0267,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.806,"Before the 'factory credentials' have been updated The CSMS MAY restrict the functionality that the Charging Station can use. The CSMS can use the BootNotification state: Pending for this. During the Pending state, the CSMS can update the credentials.",126
E-0268,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A00.FR.807,A00.FR.804 AND Charging Station manufacturer certificate has expired The CSMS MAY accept a connection by Charging Station in a Pending state after the BootNotification and immediately execute use case A02 - Update Charging Station Certificate by request of CSMS to install a new valid CSO certificate. Chapter 2. Use cases & Requirements A01 - Update Charging Station Password for HTTP Basic Authentication No. Type Description 1 Name Update Charging Station Password for HTTP Basic Authentication 2,126
E-0269,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A01.FR.01,The password SHALL be stored in the configuration variable BasicAuthPassword.,126
E-0270,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A01.FR.02,"To set a Charging Station’s basic authorization password via OCPP, the CSMS SHALL send the Charging Station a SetVariablesRequest message with the BasicAuthPassword Configuration Variable. ID Precondition Requirement definition",126
