Mapping_ID,Zone,Node,Node_Label,Sub-entity,Source_Document,Standard,Requirement_ID,Requirement_Text_Original,Requirement_Domain,Subentity_Mapped_Count,Node_Total_Mapped_Req
N-0484,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1857,"When selecting the cipher suite from the list of cipher suites received in the ""cipher_suites"" field of the received ""ClientHello"" message, the SECC shall give preference to the most preferred cipher suite that the SECC supports.",,200,278
N-0485,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1634,The SECC shall support all named groups defined in Table 7.,,200,278
N-0486,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1665,"The SECC shall include the selected named group in the ""server_share"" field of the ""KeyShareServerHello"" value of the ""key_share"" extension in the ""ServerHello"" message.",,200,278
N-0487,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1666,The SECC shall support all signature algorithms defined in Table 8.,,200,278
N-0488,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1667,The SECC shall include the signature algorithms in the order as they appear in Table 8.,,200,278
N-0489,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2461,The signature algorithm selected by the SECC shall be compatible with the selected named group.,,200,278
N-0490,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1672,The SECC shall support all pre-shared key exchange modes defined in Table 9.,,200,278
N-0491,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1673,The SECC shall include pre-shared key exchange modes in the order as they appear in Table 9.,,200,278
N-0492,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1674,"When selecting the pre-shared key exchange mode from the list of pre-shared key exchange modes received in the ""psk_key_exchange_modes"" extension field of the received ""ClientHello"" message, the SECC shall give preference to the most preferred pre-shared key exchange mode that the SECC supports.",,200,278
N-0493,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1523,Each VAS shall be offered via a dedicated port at SECC.,,200,278
N-0494,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2611,The SECC shall follow,,200,278
N-0495,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2612,"The ""ticket_nonce"" sent by the SECC in the ""NewSessionTicket"" message shall have minimum 7 bits of entropy. Refer to 7.3.7 for details. Additional details can be found in IETF RFC 8446:2018, Annex C.1.",,200,278
N-0496,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2031,"The SECC shall not send the ""early_data"" extension in the transmitted ""NewSessionTicket"" message (as described in IETF RFC 8446).",,200,278
N-0497,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2032,"The SECC shall securely cache/store the data transmitted in ""NewSessionTicket"" message(s).",,200,278
N-0498,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2055,"If the SECC is required to be backwards compatible to ISO 15118-2, the requirements in 7.7.3.10 shall be implemented.",,200,278
N-0499,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2059,"If the SECC is required to be backwards compatible to ISO 15118-2, it shall additionally support the cipher suites of the ISO 15118-2 in the cipher_suites field of the ClientHello message.",,200,278
N-0500,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2061,"If the SECC is required to be backwards compatible to ISO 15118-2, it shall additionally support the necessary extensions, as required by the ISO 15118-2, in the ClientHello message.",,200,278
N-0501,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-078,The SECC shall provide a destination port V2G_DST_TCP_DATA as defined in Table 10.,,200,278
N-0502,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-080,The SECC shall support at least one connection for a V2G communication session on port V2G_DST_TCP_DATA.,,200,278
N-0503,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2275,"If the SDP server shall handle charging services with PLC (according to ISO 15118-3), the SDP server shall accept SECC discovery request messages with payload type SDPRequestPayloadID (see Table 14).",,200,278
N-0504,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2276,An SDP server which is used for PLC communication according to ISO 15118-3 shall use SECC discovery response message for PLC with payload type SDPResponsePayloadID (see Table 14).,,200,278
N-0505,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2279,"If the SDP server shall handle charging services with wireless communication (according to ISO 15118-8), the SDP server shall accept SECC discovery request messages with payload type SDPRequestWirelessPayloadID (see Table 14).",,200,278
N-0506,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-126,The SDP client shall be able to handle asynchronously arriving SECC discovery response messages. Protocol data unit Structure An SDP message is based on the V2GTP message format as defined in 7.8.3.1.,,200,278
N-0507,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-134,An SDP server shall apply to the header processing as defined in 7.8.3.2. SECC discovery request message for communication according to ISO 15118-3 The SDP client uses the SECC discovery request message to request the IP address and the port number of the SECC.,,200,278
N-0508,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-135,Only an SDP client shall send SECC discovery request messages.,,200,278
N-0509,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-136,An SDP client shall send SECC discovery request messages with the source IP address on which it expects the SECC discovery response message.,,200,278
N-0510,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-138,An SDP client shall send SDP request messages with source port V2G_UDP_SDP_CLIENT as defined in Table 20 on which it expects the SECC discovery response message.,,200,278
N-0511,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-139,An SDP client shall send SECC discovery request message to the destination local-link multicast address (FF02:1) as defined in IETF RFC 4291.,,200,278
N-0512,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1254,The SDP client shall send the SECC discovery request message with payload type SDPRequestPayloadID as defined in Table 14.,,200,278
N-0513,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-141,The SDP client shall send the SECC discovery request message with the payload length 2.,,200,278
N-0514,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-142,The SDP client shall send the SECC discovery request message with the payload as defined in Figure 30.,,200,278
N-0515,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-144,An SDP server shall reply to any SECC discovery request messages with an SECC discovery response Message.,,200,278
N-0516,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-145,An SDP client shall not reply to any SECC discovery request message.,,200,278
N-0517,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-146,An SDP server shall only send response messages after an SECC discovery request message has been received.,,200,278
N-0518,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-150,An SDP server shall send an SECC discovery response message to the SDP client which sent the SECC discovery request message.,,200,278
N-0519,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-151,An SDP server shall send an SECC discovery response message to the port of the SDP client which sent the SECC discovery request message.,,200,278
N-0520,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1255,An SDP server shall send the SECC discovery response message with the payload type SDPResponsePayloadID as defined in Table 14.,,200,278
N-0521,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-153,An SDP server shall send the SECC discovery response message with payload length 20.,,200,278
N-0522,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-154,An SDP server shall send the SECC discovery response message with the payload as defined in Figure 31.,,200,278
N-0523,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-156,"An SDP server shall send the fields ""SECC IP address"" and ""SECC port"" in big-endian format The most significant byte is sent first the least significant byte is sent last.",,200,278
N-0524,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-157,The SDP client shall count the number of SECC discovery request messages until a valid SECC discovery response message has been received.,,200,278
N-0525,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-158,The SDP client shall reset the counter for sent SECC discovery request messages after a valid SECC discovery response message has been received.,,200,278
N-0526,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-160,After unsuccessfully waiting for an SECC discovery response message the SDP client shall send a new SECC discovery request message and increment the counter for sent SECC discovery request messages.,,200,278
N-0527,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-161,If the SDP client has not received any valid SECC discovery response message after sending in maximum 50 consecutive SECC discovery request messages it shall stop the SECC discovery.,,200,278
N-0528,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2284,For wireless communication the SDP client shall send the SECC discovery request message with the payload type SDPRequestWirelessPayloadID as defined in Figure 20.,,200,278
N-0529,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2286,For wireless communication the SDP client shall send the SECC discovery request message with the payload type value SDPRequestWirelessPayloadID as defined in,,200,278
N-0530,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2287,"The SDP client shall stop sending SECC discovery request messages after a valid SECC discovery response message has been received with ""DiagStatus"" = ""finished with EVSEID"" or ""finished without EVSEID"".",,200,278
N-0531,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2288,"For wireless communication the SDP client shall wait at least 250 ms before sending the next SECC discovery request message after an SECC discovery response message has been received with the payload parameter ""DiagStatus"" = ""ongoing"".",,200,278
N-0532,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2290,A SDP server for wireless communication in a single SECC architecture shall reply to any SECC discovery request message with an SECC discovery response message.,,200,278
N-0533,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2291,For wireless communication the SDP server shall send the SECC discovery response message with the payload type value SDPResponseWirelessPayloadID as defined in,,200,278
N-0534,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2292,For wireless communication the SDP server shall send the SECC discovery response message with the payload type value SDPResponseWirelessPayloadID as defined in,,200,278
N-0535,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2293,For wireless communication the SDP server shall send the SECC discovery response message with the payload as defined in Table 26 and Table 27.,,200,278
N-0536,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-4100,"For pairing and positioning device support the SDP client shall send SECC discovery request messages with the element EVID set the element PPD/P2PS to ""PPD on infrastructure"" according to Table 24 and leave the element EVSEID free.",,200,278
N-0537,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-4101,"For pairing and positioning device support the SDP client shall reset the counter for sent SECC discovery request messages after a valid SECC discovery response message has been received with the payload parameter ""DiagStatus = Ongoing"".",,200,278
N-0538,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-4102,"For wireless communication an SDP server shall send the SECC discovery response message with the payload parameter ""DiagStatus = Ongoing"" as long as no EVID is detected by the pairing and positioning device when the element PPD/P2PS of the SDP request was set to value ""PPD on infrastructure"" according to Table 24. The parameter EVSEID may be sent optionally.",,200,278
N-0539,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-4103,"For wireless communication an SDP server shall send the payload parameters SECC IP address and port number and DiagStatus set to ""Finished with EVSEID"" or ""Finished without EVSEID"" as soon as the EVID has been detected by the pairing and positioning device.",,200,278
N-0540,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-4104,"For early association support an SDP server shall wait a random number of milliseconds that is smaller than 100 ms before sending the SECC discovery response message with the payload parameter ""DiagStatus = Finished with EVSEID"" or ""DiagStatus = Finished without EVSEID"" as long as no EVID has been received by the pairing and positioning device that matches with the EVID of the SDP request. The parameter EVSEID may be sent optionally.",,200,278
N-0541,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-168,The SECC shall respond with the supportedAppProtocolRes message as depicted in,,200,278
N-0542,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1529,"Unless noted otherwise, all time stamps and time anchors (e.g. as used in schedules) are values that shall be interpreted in the context of SECC time.",,200,278
N-0543,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1531,"If coordination with external secondary actors is necessary, than SECC time shall use an SECC epoch starting at 00:00:00 (hh:mm:ss) Coordinated Universal Time (UTC), Thursday, 1 January 1970.",,200,278
N-0544,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1532,For situations where UTC synchronization is not necessary or no internet connection is possible any other SECC epoch start time shall be allowed.,,200,278
N-0545,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1534,The value of the TimeStamp element of the common MessageHeaderType shall always be in SECC time and encoded at microseconds resolution.,,200,278
N-0546,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1536,"The value of the TimeStamp element of the common MessageHeaderType sent by the SECC during the SessionSetupRes message shall define the initial SECC time stamp, which serves as the reference for all future message exchanges.",,200,278
N-0547,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-751,"The SessionID value returned by the SECC in the SessionSetupRes message shall not change as long as the V2G communication session is not terminated (i.e. value of parameter ChargingSession of SessionStopReq has not been set to ""Terminate"" at any time).",,200,278
N-0548,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-752,The header of any message sent by the SECC during an active V2G communication session shall include the SessionID value returned by the SECC in the response to the SessionSetupReq initiating the currently active V2G communication session.,,200,278
N-0549,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2620,"If the SECC detects that there has been no communication associated with a particular V2G session for 648 000 s (7,5 days), the SECC shall immediately terminate/close that V2G session.",,200,278
N-0550,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2106,"When receiving the SessionSetupReq with the parameter SessionID equal to zero, the SECC shall generate a new (not stored) SessionID value different from zero and return this value in the SessionSetupRes message header.",,200,278
N-0551,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2621,"When generating a new SessionID, the SECC shall ensure that the generated SessionID is 64-bit long nonce with a minimum of 58 bits of entropy. Refer to 7.3.7 for further details.",,200,278
N-0552,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1061,"In scheduled control mode, any pause period initiated by the SECC shall be indicated as zero power period in the currently applied EVPowerProfile, sent in the latest PowerDeliveryReq with Charge progress set to ""Start"", ""Standby"", ""Stop"" or ""Pause"". A ""zero power"" period in an EVPowerProfile does not require a pause to be initiated. Only if a pause is requested by the SECC shall the applied EVPowerProfile indicate this accordingly. It is not recommended for the SECC to request a pause for short",,200,278
N-0553,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1198,"At the point in time when requesting pause by setting the parameter EVSENotification to Pause in scheduled control mode, the SECC shall ensure that the applied EVPowerProfileEntry is equal to 0kW.",,200,278
N-0554,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2631,The SECC should securely store the hash generated by,,200,278
N-0555,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2551,The SECC shall discard the hash generated by,,200,278
N-0556,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2552,The SECC shall securely store the hash generated by,,200,278
N-0557,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2632,The SECC should securely store the hash generated by,,200,278
N-0558,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2634,The SECC should discard the hash generated by,,200,278
N-0559,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2554,The SECC should check that the hash value calculated by,,200,278
N-0560,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1219,"If in message AuthorizationSetupRes, the SECC offers the service ""PnC"" in the parameter AuthorizationServices, the SECC shall use the element PnC_ASResAuthorizationMode.",,200,278
N-0561,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1220,"If in message AuthorizationSetupRes, the SECC does not offer the service ""PnC"" in the parameter AuthorizationServices, the SECC shall use the element EIM_ASResAuthorizationMode.",,200,278
N-0562,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2096,"In case authorization has already been completed by the time AuthorizationSetupReq is received by the SECC or authorization is not necessary, the SECC shall only offer EIM in AuthorizationSetupRes.",,200,278
N-0563,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2566,"The SECC shall indicate via AuthoritzationServices parameter, in AuthorizationSetupRes message, the authorization service(s) offered by the SECC. The SECC could offer EIM or PnC or both as the authorization service(s).",,200,278
N-0564,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2567,"If the SECC offers only EIM as an authorization service, it shall include parameter EIM_ASResAuthorizationMode in AuthorizationSetupRes message.",,200,278
N-0565,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2568,"If the SECC offers PnC as an authorization service, it shall include parameter PnC_ASResAuthorizationMode in AuthorizationSetupRes message.",,200,278
N-0566,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2565,"In case of PnC, the SECC shall verify, that the received GenChallenge matches the GenChallenge that was previously sent by the SECC. If this verification fails, the SECC shall consider the signature as invalid. See",,200,278
N-0567,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1200,"In case of EIM, the SECC shall send AuthorizationRes with ResponseCode = ""OK"" and EVSEProcessing = ""Finished"" once the external authorization has been successfully completed. Refer to",,200,278
N-0568,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1544,"An SECC shall send no more than MaximumSupportingPoints entries for PowerScheduleEntry, PriceLevelScheduleEntries and PriceRule.",,200,278
N-0569,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2121,"If no power is available at the EVSE, the SECC shall set GoToPause to TRUE and set the first PowerScheduleEntry to 0W.",,200,278
N-0570,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1069,"In scheduled control mode, the SECC shall only communicate the parameter PowerTolerance in ScheduleExchangeRes if it intends to enforce a power transfer behavior which needs to stay within a PowerTolerance band (as defined in",,200,278
N-0571,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1080,"After confirming a SessionStopReq with ChargingSession set to ""Terminate"", by a SessionStopRes with ResponseCode set to ""OK"", the SECC shall discard all session related information such as session ID, selected charge service or authorization details.",,200,278
N-0572,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-902,The element MeterInfo sent by the SECC in the message ChargeLoopRes shall be the amount of energy charged during the current service session.,,200,278
N-0573,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1833,"If the EVSE is equipped with metering technology and the capability to provide MeterInfo data is supported, then the SECC shall provide initial MeterInfo in the very v2gci_ct:V2GResponseType SessionStopResType (extension) Header ResponseCode",,200,278
N-0574,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1083,"If the SECC wants to trigger a MeteringConfirmationReq/Res, the SECC shall include the MeterInfo in its ChargeLoopRes and set the EVSENotification to MeteringConfirmation.",,200,278
N-0575,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2105,"If EVSENotification is set to MeteringConfirmation in the ChargeLoopRes, the SECC shall provide a NotificationMaxDelay value. The SECC shall not send another message with EVSENotification set to MeteringConfirmation until it either received a MeteringConfirmationReq or the timeout, which was announced in the NotificationMaxDelay, has been reached.",,200,278
N-0576,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1555,The SECC shall send EVSETargetFrequency values only in situations when the EVSENominalFrequency is no longer the desired equilibrium point.,,200,278
N-0577,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1556,"The SECC shall not terminate the charging session only for the reason that an EVSETargetFrequency has not been achieved, as the frequency cannot be attributed to the EV's behavior.",,200,278
N-0578,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-5004,"When the SECC has received a FinePositioningSetupReq with EVProcessing is set to ""Ongoing"" the lists ""PrimaryDeviceFinePositioningMethodList"", ""PrimaryDevicePairingMethodList"", ""PrimaryDeviceAlignmentCheckMethodList"" shall contain those elements, which represent the technical possibilities of the installation on infrastructure side.",,200,278
N-0579,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-5006,"When the SECC has received a FinePositioningSetupReq with the EVProcessing set to ""Finished"", the lists ""PrimaryDeviceFinePositioningMethodList"", ""PrimaryDevicePairingMethodList"", ""PrimaryDeviceAlignmentCheckMethodList"" shall contain only one element which confirm the EV’s choice.",,200,278
N-0580,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-5050,"If the EVProcessing element in WPT_PairingReq is set to ""Finished"" the EVResultCode shall not be set to ""EVResultUnknown"". Requirements for SECC",,200,278
N-0581,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-5016,If the SECC has received the WPT_PairingReq message with the parameter ObservedIDCode set to a pairing identification code and the validation of the,,200,278
N-0582,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-5065,"If the SECC has received the WPT_PairingReq message with the parameter EVResultCode set to ""EVResultFailed"", then the SECC shall respond with a WPT_PairingRes message with the parameter ResponseCode equal to FAILED or WARNING_WPT.",,200,278
N-0583,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-5017,"If the SECC has received the WPT_PairingReq message with the parameter ObservedIDCode set to a pairing identification code and the validation of the ObservedIDCode succeeds it shall respond with a WPT_PairingRes message with the parameter ResponseCode equal to ""OK"".",,200,278
N-0584,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-5018,"If the SECC has identified a pairing code it shall respond to a WPT_PairingReq with a WPT_PairingRes message with the parameter ObservedIDCode set to the pairing identification code and the EVSEProcessing parameter set to ""Finished"".",,200,278
N-0585,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-4017,The SECC shall respond to ACDP_SystemStatusReq message with “ResponseCode = OK” when it is able to represent the current EVSE status with the assigned parameters.,,200,278
N-0586,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-4018,The SECC shall respond to ACDP_SystemStatusReq message with “ResponseCode = FAILED” when it is not able to represent the current EVSE status with the assigned parameters.,,200,278
N-0587,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-4019,In case the SECC receives a ACDP_SystemStatusReq message with Parameter “EV_Status_ReadyToCharge = FALSE” it shall respond with ACDP_SystemStatusRes with “ResponseCode = OK” and all other EVSE ACDP_SystemStatus parameters representing the current EVSE status. The timeout for System_Status_EndTimer is defined in Table 89.,,200,278
N-0588,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1640,The SECC shall only send MinimumSOC that is less than or equal to TargetSOC.,,200,278
N-0589,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-773,The SECC shall use the values 1 to 255 for the parameter ScheduleTupleID.,,200,278
N-0590,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1561,The SECC shall provide a PowerSchedule element based upon the limits of the local installation if no secondary actor provides a PowerSchedule.,,200,278
N-0591,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1011,"If a secondary actor provided a PowerSchedule, the SECC shall ensure that no power value within the PowerSchedule exceeds the matching EVSEMaximumChargePower limit. ScheduleTupleType ScheduleTupleID ChargingSchedule DischargingSchedule",,200,278
N-0592,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1012,"If a secondary actor provided a PowerSchedule for discharging, the SECC shall ensure that no Power value within the PowerSchedule exceeds the matching EVSEMaximumDischargePower limit.",,200,278
N-0593,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1567,"The SECC shall not change the signature attached to the PriceSchedule, when receiving a signed PriceSchedule from a secondary actor.",,200,278
N-0594,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-2130,"If the SA provided a PriceSchedule along with a signature, the SECC shall include the PriceSchedule along with the signature in the ScheduleExchangeRes.",,200,278
N-0595,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1870,"), then the SECC shall issue a ""WARNING_EVPowerProfileViolation"", as defined in",,200,278
N-0596,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-5079,", whenever the arithmetic average of the applied power over a time period of the last 30 s is outside the presently valid boundaries of the PowerTolerance band. This shall not apply if the violation of the PowerTolerance band is the result of other instructions issued by the SECC which have a higher priority (e.g. EVTargetActivePower goals).",,200,278
N-0597,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1209,"SECC shall not send _L2, _L3 values in any messages (ChargeParameterDiscoveryRes, AC_ChargeLoopRes) if it neither received _L2 nor _L3 values in ChargeParameterDiscoveryReq.",,200,278
N-0598,Z2: XFC/EVSE Domain,SECC,SECC,SECC (general),ISO 15118-20,ISO,V2G20-1830,An EVSEPowerRampLimitation value of 0 %/min shall be interpreted as if the parameter was not present. In those cases the SECC does not require any local power ramp limits.,,200,278
