Type,Mapping ID,Area,Entity,Sub Entity,Endpoint A,Endpoint B,Edge Label,Document,Standard,Requirement ID,Requirement Text,Area,Mapped_Count
Node,N-0880,Cross-Zone: Trust Infrastructure,PKI,OCSP Responder,,,,ISO 15118-20,ISO,V2G20-2334,The OCSP signer certificate used to sign the OCSP response for OEM provisioning certificate status shall be generated using a certificate chain that uses either an OEM root CA certificate or a V2G root CA certificate as the trust anchor. Refer to Figure 7 for a pictorial representation. Refer to Annex H for further details. Refer to H.1.6 for examples of certificate structure. Refer to Annex B for details of the certificate profile.,,6
Node,N-0881,Cross-Zone: Trust Infrastructure,PKI,OCSP Responder,,,,ISO 15118-20,ISO,V2G20-2448,The validity period of the OCSP response provided for a vehicle certificate shall not be longer than one week.,,6
Node,N-0882,Cross-Zone: Trust Infrastructure,PKI,OCSP Responder,,,,ISO 15118-20,ISO,V2G20-2449,"In the case where the OCSP response for a certificate was not signed by the issuing CA of the certificate (V2G root CA, OEM root CA, OEM sub-CA1, OEM sub-CA2 or any corresponding cross-certified CA), each OCSP response shall contain the associated OCSP responder's certificate chain up to, but not including, the corresponding root. If a cross-certificate is used, the OCSP responder's certificate chain shall including any necessary cross-certificates. Each certificate in the OCSP signer certificat",,6
Node,N-0883,Cross-Zone: Trust Infrastructure,PKI,OCSP Responder,,,,ISO 15118-20,ISO,V2G20-2582,"Any URIs in the certificates (for example OCSP address, etc.) shall conform to IETF RFC 3986 as updated by IETF RFC 6874 and IETF RFC 7320.",,6
Node,N-0884,Cross-Zone: Trust Infrastructure,PKI,OCSP Responder,,,,ISO 15118-20,ISO,V2G20-2604,") - accessLocation x ""CROSS"" (Syntax: An alphanumeric string with a maximum length of 5 characters as described here) - SignatureAlgorit hm AlgorithmIdentifier x x algorithm x ecdsa-with-SHA512 x ecdsa-with-SHA512 parameters - - SignatureValue (Octet-String) (Octet-String) (This cross certificate profile shall be applied for all cross certificates regardless of the certificate structure.) (This OCSP signer certificate profile shall be applied for all sub CAs and leafs that use OCSP regardless of",,6
Node,N-0885,Cross-Zone: Trust Infrastructure,PKI,PKI (general),,,,ISO 15118-20,ISO,V2G20-2335,A PE certificate shall be generated using a certificate chain that uses a PE private root CA certificate as the trust anchor. Refer to Annex H for further details. Refer to H.1.6 for examples of certificate structure. Refer to Annex B for details of the certificate profile.,,5
Node,N-0886,Cross-Zone: Trust Infrastructure,PKI,PKI (general),,,,ISO 15118-20,ISO,V2G20-2350,Any certificates originating from a PE private root CA certificate chain are not required to follow,,5
Node,N-0887,Cross-Zone: Trust Infrastructure,PKI,PKI (general),,,,ISO 15118-20,ISO,V2G20-2351,Any certificates originating from a PE private root CA certificate chain are required to follow,,5
Node,N-0888,Cross-Zone: Trust Infrastructure,PKI,PKI (general),,,,ISO 15118-20,ISO,V2G20-867,"Except in private environment (PE), a root CA shall not issue a leaf certificate.",,5
Node,N-0889,Cross-Zone: Trust Infrastructure,PKI,PKI (general),,,,ISO 15118-20,ISO,V2G20-2683,"If the certificate provided in element ""Certificate"" included in the parameter of ""CertificateChainType"" is not directly signed by a root CA certificate, element ""SubCertificates"" shall be included in the parameter of ""CertificateChainType"".",,5
Node,N-0890,Cross-Zone: Trust Infrastructure,PKI,CRL Distribution Point,,,,ISO 15118-20,ISO,V2G20-2453,The validity period of the CRL provided for a vehicle certificate shall not be longer than 1 week.,,10
Node,N-0891,Cross-Zone: Trust Infrastructure,PKI,CRL Distribution Point,,,,ISO 15118-20,ISO,V2G20-2454,"In the case where the CRL for a certificate was not signed by the issuing CA of the certificate (V2G root CA, OEM root CA, OEM sub-CA1, OEM sub-CA1, OEM sub-CA2 or any corresponding cross-certified CA), each CRL shall contain the associated CRL issuer's certificate chain up to, but not including, the corresponding root. If a cross certificate is used, the CRL issuer's certificate chain shall including any necessary cross certificates. Each certificate in the CRL certificate chain (exceptthe CRL",,10
Node,N-0892,Cross-Zone: Trust Infrastructure,PKI,CRL Distribution Point,,,,ISO 15118-20,ISO,V2G20-2696,"Each relying party shall be capable of interpreting/processing ""AuthorityKeyIdentifier"", ""SubjectKeyIdentifier"", ""ExtendedKeyUsage"", ""CRLDistributionPoints"", ""AuthorityInfoAccess"" and ""SubjectInfoAccess"" extensions. This document does not require relying party to be capable of interpreting/processing CertificatePolicies extension. It is left to the local policy of the relying party whether it needs to process the CertificatePolicies extension.",,10
Node,N-0893,Cross-Zone: Trust Infrastructure,PKI,CRL Distribution Point,,,,ISO 15118-20,ISO,V2G20-2592,"OEM sub-CA1 certificate, OEM sub-CA2 certificate and OEM provisioning certificate shall contain at least one or both of CRLDistributionPoints or/and AuthorityInfoAccess extensions.",,10
Node,N-0894,Cross-Zone: Trust Infrastructure,PKI,CRL Distribution Point,,,,ISO 15118-20,ISO,V2G20-2593,"If OEM sub-CA1 certificate or OEM sub-CA2 certificate or OEM provisioning certificate contains both CRLDistributionPoints and AuthorityInfoAccess extensions, the relying party may process just one or both as per the local policy of the relying party. The relying party, though, shall process at least one of these extensions.",,10
Node,N-0895,Cross-Zone: Trust Infrastructure,PKI,CRL Distribution Point,,,,ISO 15118-20,ISO,V2G20-2599,"Vehicle sub-CA1 certificate, vehicle sub-CA2 certificate and vehicle certificate shall contain at least one or both of CRLDistributionPoints or/and AuthorityInfoAccess extensions.",,10
Node,N-0896,Cross-Zone: Trust Infrastructure,PKI,CRL Distribution Point,,,,ISO 15118-20,ISO,V2G20-2600,"If vehicle sub-CA1 certificate, cehicle sub-CA2 certificate and vehicle certificate contains both CRLDistributionPoints and AuthorityInfoAccess extensions, the relying party may process just one or both as per the local policy of the relying party. The relying party, though, shall process at least one of these extensions.",,10
Node,N-0897,Cross-Zone: Trust Infrastructure,PKI,CRL Distribution Point,,,,ISO 15118-20,ISO,V2G20-2601,Cross certificate shall contain at least one or both of CRLDistributionPoints or/and AuthorityInfoAccess extensions.,,10
Node,N-0898,Cross-Zone: Trust Infrastructure,PKI,CRL Distribution Point,,,,ISO 15118-20,ISO,V2G20-2602,"If cross certificate contains both CRLDistributionPoints and AuthorityInfoAccess extensions, the relying party may process just one or both as per the local policy of the relying party. The relying party, though, shall process at least one of these extensions.",,10
Node,N-0899,Cross-Zone: Trust Infrastructure,PKI,CRL Distribution Point,,,,ISO 15118-20,ISO,V2G20-2606,"If PE sub-CA1 certificate or PE sub-CA2 certificate or PE certificate contains both CRLDistributionPoints and AuthorityInfoAccess extensions, the relying party may process just one or both as per the local policy of the relying party. The relying party, though, shall process at least one of these extensions.",,10
Node,N-0900,Cross-Zone: Communication Infrastructure,Wireless,RADIUS Server,,,,ISO 15118-20,ISO,V2G20-2245,Remote authentication dial in user service (RADIUS) as defined in IETF RFC 2865 shall be implemented.,,2
Node,N-0901,Cross-Zone: Communication Infrastructure,Wireless,RADIUS Server,,,,ISO 15118-20,ISO,V2G20-2246,RADIUS accounting requirements specified in IETF RFC 2866 shall be implemented.,,2
Node,N-0902,Cross-Zone: Communication Infrastructure,Wireless,EV WLAN STA,,,,ISO 15118-20,ISO,V2G20-2253,"Regardless if WPA3-Enterprise is used or WPA2-Enterprise is used, the EV’s WLAN STA (see ISO 15118-8 for details) shall implement MAC address randomization. Refer to WPA3 specifications for details.",,1
Node,N-0903,Cross-Zone: Communication Infrastructure,Wireless,WPA3 Module,,,,ISO 15118-20,ISO,V2G20-2253,"Regardless if WPA3-Enterprise is used or WPA2-Enterprise is used, the EV’s WLAN STA (see ISO 15118-8 for details) shall implement MAC address randomization. Refer to WPA3 specifications for details.",,1
Node,N-0904,Z2: XFC/EVSE Domain,EVSE-Internal,BESS,,,,NIST IR 8473,NIST,AC-2,"Physical access may include (but is not limited to) battery energy storage systems (BESS), networking/communication equipment, and account/financial transaction equipment. EVSE-specific protections are warranted due to the unmanned nature of many EVSE installations. This may take the form of tamper-resistant tools (locks, proprietary tools, etc.), access and tamper logging switches/devices, or deactivating ports allowing unauthenticated access or modification of log/configuration data. This could also include physically securing the charge cable connector to prevent tampering or monitoring for tamper evident events and signals. EVSE owners/operators may consider surveilling the EVSE surroundings for unusual behavior. 1.10 G-S.8, 1.10 G-S.8.2, 3.40 S.3.1, 3.40 S.3.3 1:D4E1 ORG 3.1, AVAIL 1.1, AVAIL 1.2",XFC/EVSE,4
Node,N-0905,Z2: XFC/EVSE Domain,EVSE-Internal,BESS,,,,NIST IR 8473,NIST,AC-3,"This may include (but is not limited to) authorized over the air (OTA) updates, EV chargers, BESS, networking/communication equipment, utility/building management systems, and account/financial transaction equipment. EVSE owners/operators may consider supporting different wireless protocols (such as Wi-Fi, Bluetooth, Near Field Communication (NFC), etc.) that might be necessary to provide remote access to the equipment. 1:D4E1 NET 1.01, NET 1.06, NET 3.3. NET 3.4 3:2013 SR 1.13, SR 2.6",XFC/EVSE,4
Node,N-0906,Z2: XFC/EVSE Domain,EVSE-Internal,BESS,,,,NIST IR 8473,NIST,AC-4,"XFC/EVSE reviews may include (but are not limited to) EV charger, BESS, networking/communication equipment, utility/building management systems, and account/financial transaction equipment. EVSE manufacturers/owners/operators may consider how to implement the principles of least privilege and separation of duties for components at an EVSE site as well. 1:D4E1 USER 1.04, USER 1.05, USER 1.07, USER 2.1, USER 2.2 3:2013 SR 2.1",XFC/EVSE,4
Node,N-0907,Z2: XFC/EVSE Domain,EVSE-Internal,BESS,,,,NIST IR 8473,NIST,AC-5,"EVSE owners/operators should consider protecting network integrity, including segmentation and segregation of networked devices at an EVSE installation such as EV charger, BESS, networking/communication equipment, utility/building management systems, and account/financial transaction equipment. 1:D4E1 NET 1.01, NET 1.06, USER 1.16 3:2013 SR 3.1, SR 3.8",XFC/EVSE,4
Node,N-0908,Z2: XFC/EVSE Domain,EVSE-Internal,Cooling System,,,,NIST IR 8473,NIST,DS-8,"EVSE-specific measures may include verifying the integrity of the safety systems (connector ground, overcurrent protection, and cooling system), verification of connected EV identity, or verifying EVSE on-board hardware has not been tampered with.",XFC/EVSE,2
Node,N-0909,Z2: XFC/EVSE Domain,EVSE-Internal,Cooling System,,,,NIST IR 8473,NIST,CM-2,"Critical hardware components may include the charging station controllers, power module controls, protection circuits, power conversion systems, supply equipment communication controllers, thermal management systems, human-machine interfaces, and EVSE meter equipment. This may include means to monitor status such as tamper switches or alarms, and sensors for safety-critical systems/components. 1:D4E1 EVENT 1.1",XFC/EVSE,2
Node,N-0910,Z2: XFC/EVSE Domain,EVSE-Internal,Safety System,,,,NIST IR 8473,NIST,DS-8,"EVSE-specific measures may include verifying the integrity of the safety systems (connector ground, overcurrent protection, and cooling system), verification of connected EV identity, or verifying EVSE on-board hardware has not been tampered with.",XFC/EVSE,2
Node,N-0911,Z2: XFC/EVSE Domain,EVSE-Internal,Safety System,,,,NIST IR 8473,NIST,CM-2,"Critical hardware components may include the charging station controllers, power module controls, protection circuits, power conversion systems, supply equipment communication controllers, thermal management systems, human-machine interfaces, and EVSE meter equipment. This may include means to monitor status such as tamper switches or alarms, and sensors for safety-critical systems/components. 1:D4E1 EVENT 1.1",XFC/EVSE,2
Node,N-0912,Z2: XFC/EVSE Domain,EVSE-Internal,Power Module,,,,NIST IR 8473,NIST,CM-2,"Critical hardware components may include the charging station controllers, power module controls, protection circuits, power conversion systems, supply equipment communication controllers, thermal management systems, human-machine interfaces, and EVSE meter equipment. This may include means to monitor status such as tamper switches or alarms, and sensors for safety-critical systems/components. 1:D4E1 EVENT 1.1",XFC/EVSE,1
Node,N-0913,Z4: Utility/Grid,Utility,DER,,,,NIST IR 8473,NIST,AM-3,"Consider paying particular attention to data leaks. Data path/flow diagrams should consider showing relevant utility/substation Supervisory Control and Data Acquisition (SCADA) system layouts including Programmatic Logic Controllers (PLCs), Human Machine Interfaces (HMIs), and the equipment they control. Diagrams may show how the cloud network communicates information to the utility. The diagrams can show how information flows and the communication protocols they use.",Utility/BMS,14
Node,N-0914,Z4: Utility/Grid,Utility,DER,,,,NIST IR 8473,NIST,AM-4,"Some aspects of utility or building/facility management require external information systems for proper operation and support EVSE connections to utility and cloud-based systems for functions such as demand forecasting. 1:D4E1 ORG 1.1 AM-5: Resources (e.g., hardware, devices, data, time, personnel, and software) are prioritized based on their classification, criticality, and business value. Ecosystem: Identification and prioritization of the criticality and business value of assets are pre-requisites for allocation of resources and enable risk management decisions to either reduce or accept the residual risk. Prioritization of assets allows an organization to focus on the most pending needs first. Special consideration should be considered for user safety, financial, and privacy/personally identifiable information security during prioritization.",Utility/BMS,14
Node,N-0915,Z4: Utility/Grid,Utility,DER,,,,NIST IR 8473,NIST,BE-3,Utility/Building management owners/operators may consider additional focus on stability and integrity of the grid and the operational requirements/dependencies of partner/customer organizations within the EV/XFC ecosystem in the prioritization process.,Utility/BMS,14
Node,N-0916,Z4: Utility/Grid,Utility,DER,,,,NIST IR 8473,NIST,BE-4,"Depending upon organizational and operational designs, the utility/building management owners/operators may also provide multiple critical functions within the EV/XFC ecosystem. Interdependencies may include proper electricity rate/tariff selection to temper demand and accurate billing for services. Critical functions may include reliable distribution of power to critical loads. 1:D4E1 AVAIL 1.2 BE-5: Resilience requirements to support delivery of critical services are established for all operating states (e.g., under duress/attack, during recovery, normal operations). Ecosystem: EV/XFC ecosystem members may consider defining how they will remain in business during various scenarios, including planning on how to work with partner organizations to address issues and concerns identified in the scenarios. Graceful degradation of operations and operating at reduced capacities are preferrable to complete failure during attack and recovery. Resilience plans may include details for how operating states are defined, operational adjustments in each state, and necessary communications.",Utility/BMS,14
Node,N-0917,Z4: Utility/Grid,Utility,DER,,,,NIST IR 8473,NIST,GV-2,"Applicable, no additional Utility/Building Management System-specific considerations. 1:D4E1 ORG 1.3 GV-3: Legal and regulatory requirements regarding cybersecurity, including privacy and civil liberties obligations, are understood and managed. Ecosystem: Understanding the cybersecurity legal and regulatory requirements published and planned for their industry sector allows the elements of the ecosystem to comply with the requirements in a manner that is compatible with the organizations other obligations and goals. Requirements may include privacy, customer data security/management, and regulatory obligations.",Utility/BMS,14
Node,N-0918,Z4: Utility/Grid,Utility,DER,,,,NIST IR 8473,NIST,RA-4,"Potential impacts to energy availability and PII should consider being identified. 1:D4E1 ORG 2.1 RA-5: Threats, vulnerabilities, likelihoods, and impacts are used to determine risk. Ecosystem: Historically, the determination and management of IT and OT risk have been treated as separate disciplines. Given the level of IT/ OT interaction and interdependencies within this ecosystem, consider a holistic risk determination that includes IT and OT.",Utility/BMS,14
Node,N-0919,Z4: Utility/Grid,Utility,DER,,,,NIST IR 8473,NIST,AC-3,"This may include remote access from EVSE and Cloud/Third-Party systems, as well as other utility/building management systems and assets. 1:D4E1 NET 1.01, NET 1.06, NET 3.3. NET 3.4 3:2013 SR 1.13, SR 2.6 AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties. Ecosystem: Least privilege and separation of duties help contain the cyber security attacks encountered by the asset, component or system protected by the permissions. lists of required authorizations should consider being periodically reviewed to remove outdated permissions and may include Role Based Access Control (RBAC) or other access control paradigms.",Utility/BMS,14
Node,N-0920,Z4: Utility/Grid,Utility,DER,,,,NIST IR 8473,NIST,AC-5,"The utility/building management system considerations may include network links to/from EVSE and Cloud/Third-Party systems, as well as other utility/building management systems and assets. 1:D4E1 NET 1.01, NET 1.06, USER 1.16 3:2013 SR 3.1, SR 3.8 Subcategory | Domain AC-6: Identities are proofed, bound to credentials, and asserted in interactions. Ecosystem: Ecosystem members should consider asserting more tightly proofed and bound credentials for interactions with greater associated risk and discuss acceptable levels of credential complexity, credential renewal and reissuance frequency, as well as the use of multifactor authentication. This activity may include utilization of security features provided by industry standards, protocols, and tools, as well as relevant standards, protocols, and tools from other industries that utilize similar system architectures and equipment. Increased or additional credentials may be considered for interactions of increased risk, such as when modifying system settings or protocols, performing routine maintenance and updates, and when utilizing apps containing PII and payment account access.",Utility/BMS,14
Node,N-0921,Z4: Utility/Grid,Utility,DER,,,,NIST IR 8473,NIST,AC-6,"Applicable, no additional Utility/Building Management System-specific considerations. 3:2013 SR 1.1, SR 1.2, SR 1.4, SR 1.5, SR 1.9, SR 2.1 Subcategory | Domain AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks). Ecosystem: EV/XFC ecosystem may consider the implementation of multi-factor authentication (MFA) where possible. Assets may include data, hardware, software, networks, and facilities.",Utility/BMS,14
Node,N-0922,Z4: Utility/Grid,Utility,DER,,,,NIST IR 8473,NIST,AT-5,"Utility/Building Management Systems may consider existing physical security requirements and/or regulations. 1:D4E1 ORG 1.3, ORG 1.4",Utility/BMS,14
Node,N-0923,Z4: Utility/Grid,Utility,DER,,,,NIST IR 8473,NIST,DS-6,"This may include metering data collected about energy consumed, information used to manage loads and balance power, and local breaker/switchgear control commands. 1:D4E1 ORG 2.2, DATA 1.2, USER 1.16 3:2013 SR 3.1, SR 3.3, SR 3.4, SR 3.8 DS-7: The development and testing environment(s) are separate from the production environment. Ecosystem: Separating development and testing environments from production environments is considered a best practice. Exceptions, such as early release (e.g., beta versions), can be managed closely while trying to keep as much separation as possible between development and production.",Utility/BMS,14
Node,N-0924,Z4: Utility/Grid,Utility,DER,,,,NIST IR 8473,NIST,IP-3,"This may include development systems, operational systems, and IT/ICS systems. 1:D4E1 CM 1.3, CM 1.4 3:2013 SR 7.6 IP-4: Backups of information are conducted, maintained, and tested. Ecosystem: Backups may include software versions, licenses, system information, certificates, key material, and/or user information. The length of time these backups are maintained should be considered based on their business needs or compliance requirements.",Utility/BMS,14
Node,N-0925,Z4: Utility/Grid,Utility,DER,,,,NIST IR 8473,NIST,IP-5,"This may include physical status indications (e.g., tamper alarms) for deployed equipment and panels. 1:D4E1 ORG 3.1, AVAIL 1.2 IP-6: Data is destroyed according to policy. Ecosystem: Consider any organization data that is located within third-party or partner organizations and provide mechanisms and procedures to verify that data destruction has been done in accordance with the ecosystem’s policy. The ecosystem may conduct audits and reviews to ensure that data is destroyed according to policy. Consider reviewing data sanitization procedures and component disposal.",Utility/BMS,14
Node,N-0926,Z4: Utility/Grid,Utility,DER,,,,NIST IR 8473,NIST,PT-1,"Logging historical system demand as a function of time and location may be considered. 1:D4E1 NET 1.10, DATA 1.1, EVENT 1.4, EVENT 1.7 3:2013 SR 2.8, SR 2.9, SR 2.10, SR 2.11, SR 2.12 PT-2: Removable media is protected, and its use restricted according to policy. Ecosystem: Removable media may include hard drives, flash drives, Compact Discs (CDs), Digital Versatile Discs (DVDs), and Secure Digital (SD) cards. Authorized use practices may include encryption, access management, sanitization, and malware scanning when utilizing removable media to limit cybersecurity risks. Both physical and wireless access methods can be considered for removable media.",Utility/BMS,14
Node,N-0927,Z4: Utility/Grid,Utility,SCADA,,,,NIST IR 8473,NIST,AM-3,"Consider paying particular attention to data leaks. Data path/flow diagrams should consider showing relevant utility/substation Supervisory Control and Data Acquisition (SCADA) system layouts including Programmatic Logic Controllers (PLCs), Human Machine Interfaces (HMIs), and the equipment they control. Diagrams may show how the cloud network communicates information to the utility. The diagrams can show how information flows and the communication protocols they use.",Utility/BMS,1
Node,N-0928,Z4: Utility/Grid,Utility,Building EMS,,,,NIST IR 8473,NIST,AM-4,"Some aspects of utility or building/facility management require external information systems for proper operation and support EVSE connections to utility and cloud-based systems for functions such as demand forecasting. 1:D4E1 ORG 1.1 AM-5: Resources (e.g., hardware, devices, data, time, personnel, and software) are prioritized based on their classification, criticality, and business value. Ecosystem: Identification and prioritization of the criticality and business value of assets are pre-requisites for allocation of resources and enable risk management decisions to either reduce or accept the residual risk. Prioritization of assets allows an organization to focus on the most pending needs first. Special consideration should be considered for user safety, financial, and privacy/personally identifiable information security during prioritization.",Utility/BMS,10
Node,N-0929,Z4: Utility/Grid,Utility,Building EMS,,,,NIST IR 8473,NIST,BE-3,Utility/Building management owners/operators may consider additional focus on stability and integrity of the grid and the operational requirements/dependencies of partner/customer organizations within the EV/XFC ecosystem in the prioritization process.,Utility/BMS,10
Node,N-0930,Z4: Utility/Grid,Utility,Building EMS,,,,NIST IR 8473,NIST,BE-4,"Depending upon organizational and operational designs, the utility/building management owners/operators may also provide multiple critical functions within the EV/XFC ecosystem. Interdependencies may include proper electricity rate/tariff selection to temper demand and accurate billing for services. Critical functions may include reliable distribution of power to critical loads. 1:D4E1 AVAIL 1.2 BE-5: Resilience requirements to support delivery of critical services are established for all operating states (e.g., under duress/attack, during recovery, normal operations). Ecosystem: EV/XFC ecosystem members may consider defining how they will remain in business during various scenarios, including planning on how to work with partner organizations to address issues and concerns identified in the scenarios. Graceful degradation of operations and operating at reduced capacities are preferrable to complete failure during attack and recovery. Resilience plans may include details for how operating states are defined, operational adjustments in each state, and necessary communications.",Utility/BMS,10
Node,N-0931,Z4: Utility/Grid,Utility,Building EMS,,,,NIST IR 8473,NIST,GV-2,"Applicable, no additional Utility/Building Management System-specific considerations. 1:D4E1 ORG 1.3 GV-3: Legal and regulatory requirements regarding cybersecurity, including privacy and civil liberties obligations, are understood and managed. Ecosystem: Understanding the cybersecurity legal and regulatory requirements published and planned for their industry sector allows the elements of the ecosystem to comply with the requirements in a manner that is compatible with the organizations other obligations and goals. Requirements may include privacy, customer data security/management, and regulatory obligations.",Utility/BMS,10
Node,N-0932,Z4: Utility/Grid,Utility,Building EMS,,,,NIST IR 8473,NIST,AC-1,"Utility/building management devices/systems-specific identities/credentials may include control system credentials, energy management system credentials, and building access credentials. 1:D4E1 USER 1.01, USER 1.02, USER 1.04, USER 1.06, USER 1.08, USER 1.09, USER 1.11 3:2013 SR 1.1, SR 1.2, SR 1.3, SR 1.4, SR 1.5, SR 1.7, SR 1.8, SR 1.9 AC-2: Physical access to assets is managed and protected. Ecosystem: Physical connections to communication ports must be protected, and if deemed unnecessary, removed, or disabled.",Utility/BMS,10
Node,N-0933,Z4: Utility/Grid,Utility,Building EMS,,,,NIST IR 8473,NIST,AC-3,"This may include remote access from EVSE and Cloud/Third-Party systems, as well as other utility/building management systems and assets. 1:D4E1 NET 1.01, NET 1.06, NET 3.3. NET 3.4 3:2013 SR 1.13, SR 2.6 AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties. Ecosystem: Least privilege and separation of duties help contain the cyber security attacks encountered by the asset, component or system protected by the permissions. lists of required authorizations should consider being periodically reviewed to remove outdated permissions and may include Role Based Access Control (RBAC) or other access control paradigms.",Utility/BMS,10
Node,N-0934,Z4: Utility/Grid,Utility,Building EMS,,,,NIST IR 8473,NIST,AC-5,"The utility/building management system considerations may include network links to/from EVSE and Cloud/Third-Party systems, as well as other utility/building management systems and assets. 1:D4E1 NET 1.01, NET 1.06, USER 1.16 3:2013 SR 3.1, SR 3.8 Subcategory | Domain AC-6: Identities are proofed, bound to credentials, and asserted in interactions. Ecosystem: Ecosystem members should consider asserting more tightly proofed and bound credentials for interactions with greater associated risk and discuss acceptable levels of credential complexity, credential renewal and reissuance frequency, as well as the use of multifactor authentication. This activity may include utilization of security features provided by industry standards, protocols, and tools, as well as relevant standards, protocols, and tools from other industries that utilize similar system architectures and equipment. Increased or additional credentials may be considered for interactions of increased risk, such as when modifying system settings or protocols, performing routine maintenance and updates, and when utilizing apps containing PII and payment account access.",Utility/BMS,10
Node,N-0935,Z4: Utility/Grid,Utility,Building EMS,,,,NIST IR 8473,NIST,AC-6,"Applicable, no additional Utility/Building Management System-specific considerations. 3:2013 SR 1.1, SR 1.2, SR 1.4, SR 1.5, SR 1.9, SR 2.1 Subcategory | Domain AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks). Ecosystem: EV/XFC ecosystem may consider the implementation of multi-factor authentication (MFA) where possible. Assets may include data, hardware, software, networks, and facilities.",Utility/BMS,10
Node,N-0936,Z4: Utility/Grid,Utility,Building EMS,,,,NIST IR 8473,NIST,AC-7,"Transactions and interactions may include network links to/from EVSE and cloud/third-party systems, as well as other utility/building management systems and assets. 3:2013 SR 1.1, SR 1.2, SR 1.5, SR 1.7, SR 1.8, SR 1.9, SR 1.10",Utility/BMS,10
Node,N-0937,Z4: Utility/Grid,Utility,Building EMS,,,,NIST IR 8473,NIST,AT-5,"Utility/Building Management Systems may consider existing physical security requirements and/or regulations. 1:D4E1 ORG 1.3, ORG 1.4",Utility/BMS,10
Node,N-0938,Z4: Utility/Grid,Utility,Grid Breaker,,,,NIST IR 8473,NIST,DS-6,"This may include metering data collected about energy consumed, information used to manage loads and balance power, and local breaker/switchgear control commands. 1:D4E1 ORG 2.2, DATA 1.2, USER 1.16 3:2013 SR 3.1, SR 3.3, SR 3.4, SR 3.8 DS-7: The development and testing environment(s) are separate from the production environment. Ecosystem: Separating development and testing environments from production environments is considered a best practice. Exceptions, such as early release (e.g., beta versions), can be managed closely while trying to keep as much separation as possible between development and production.",Utility/BMS,3
Node,N-0939,Z4: Utility/Grid,Utility,Grid Breaker,,,,NIST IR 8473,NIST,DS-8,This may include periodic testing of breaker functionality and regular maintenance and monitoring or energy infrastructure.,Utility/BMS,3
Node,N-0940,Z4: Utility/Grid,Utility,Grid Breaker,,,,NIST IR 8473,NIST,CM-2,"This may include monitoring the status of equipment with tools such as area access monitoring and device tamper switches or alarms. Critical hardware components may include the power distribution units, remote-controlled breakers, local circuit protection, and generation/storage grid systems. 1:D4E1 EVENT 1.1 CM-3: Personnel activity is monitored to detect potential cybersecurity events. Ecosystem: Personnel monitoring may include activities during pre-deployment (e.g., manufacturing, assembly, and distribution), deployment (e.g., installation and commissioning), and post-deployment (e.g., operation, maintenance, and upgrade). This may include limiting ease of access to internal systems or components after development, monitoring new connections or connection attempts, and monitoring changes in system settings.",Utility/BMS,3
Node,N-0941,Z4: Utility/Grid,Utility,Utility (general),,,,NIST IR 8473,NIST,IP-12,"This may include development systems, operational systems, and IT/ICS systems. 1:D4E1 EVENT 1.9",Utility/BMS,1
Edge,E-0001,Z1: EV Domain ↔ Z2: XFC/EVSE Domain,EVCC|SECC,,EVCC,SECC,ISO 15118-20,ISO 15118-20,ISO,V2G20-1000,This is an example requirement introduced in this document. The format below is applied to the handed over requirements from ISO 15118-2:,,200
Edge,E-0002,Z1: EV Domain ↔ Z2: XFC/EVSE Domain,EVCC|SECC,,EVCC,SECC,ISO 15118-20,ISO 15118-20,ISO,V2G20-000,This is an example requirement originally defined in ISO 15118-2. 5.3 Usage of references,,200
Edge,E-0003,Z1: EV Domain ↔ Z2: XFC/EVSE Domain,EVCC|SECC,,EVCC,SECC,ISO 15118-20,ISO 15118-20,ISO,V2G20-1230,All published updates and error corrections (errata) shall be applied to the referred documents.,,200
Edge,E-0004,Z1: EV Domain ↔ Z2: XFC/EVSE Domain,EVCC|SECC,,EVCC,SECC,ISO 15118-20,ISO 15118-20,ISO,V2G20-1231,Each V2G entity shall use X.509v3 certificates.,,200
Edge,E-0005,Z1: EV Domain ↔ Z2: XFC/EVSE Domain,EVCC|SECC,,EVCC,SECC,ISO 15118-20,ISO 15118-20,ISO,V2G20-2673,"Each V2G entity shall support Hash-operation SHA-512 (signature process) according to NIST FIPS PUB 180-4 (for ISO 15118-1, use case element ID: F1).",,200
Edge,E-0006,Z1: EV Domain ↔ Z2: XFC/EVSE Domain,EVCC|SECC,,EVCC,SECC,ISO 15118-20,ISO 15118-20,ISO,V2G20-2318,"Each V2G entity shall support SHAKE256 according to NIST FIPS PUB 202 (for ISO 15118-1, use case element ID: F1).",,200
Edge,E-0007,Z1: EV Domain ↔ Z2: XFC/EVSE Domain,EVCC|SECC,,EVCC,SECC,ISO 15118-20,ISO 15118-20,ISO,V2G20-2674,"Each V2G entity shall support signature operations using ECC based elliptic curve (secp521r1[SECG notation]) with signature algorithm ECDSA (for ISO 15118-1, use case element ID: F1).",,200
